FNFNUM,GENUS,SPECIES,TAXON
2029,Rosmarinus,x lavandulaceus,Rosmarinus x lavandulaceus
2030,Rosmarinus,x mendizabalii,Rosmarinus x mendizabalii
1795,Rotala,floribunda,Rotala floribunda
1643,Roylea,elegans,Roylea elegans
874,Rubia,cordifolia,Rubia cordifolia
875,Rubus,chamaemorus,Rubus chamaemorus
876,Rubus,chingii,Rubus chingii
877,Rubus,fruticosus,Rubus fruticosus
878,Rubus,idaeus,Rubus idaeus
1328,Ruellia,tuberosa,Ruellia tuberosa
879,Rumex,acetosa,Rumex acetosa
880,Rumex,acetosella,Rumex acetosella
881,Rumex,crispus,Rumex crispus
882,Rumex,hymenosepalus,Rumex hymenosepalus
883,Ruscus,aculeatus,Ruscus aculeatus
884,Ruta,graveolens,Ruta graveolens
1644,Rzedowskia,tolantonguensis,Rzedowskia tolantonguensis
1645,Salacia,cordata,Salacia cordata
885,Salix,alba,Salix alba
1646,Salvia,beckeri,Salvia beckeri
2031,Salvia,canariensis,Salvia canariensis
886,Salvia,divinorum,Salvia divinorum
2032,Salvia,dorisiana,Salvia dorisiana
1796,Salvia,farinacea,Salvia farinacea
2033,Salvia,gilliesii,Salvia gilliesii
1797,Salvia,longistyla,Salvia longistyla
1798,Salvia,mexicana,Salvia mexicana
1799,Salvia,nicolsoniana,Salvia nicolsoniana
888,Salvia,officinalis,Salvia officinalis
889,Salvia,sclarea,Salvia sclarea
1101,Salvia,sp.,Salvia sp.
2034,Salvia,splendens,Salvia splendens
2035,Salvia,tomentosa,Salvia tomentosa
890,Salvia,triloba,Salvia triloba
892,Sambucus,nigra,Sambucus nigra
1647,Sambucus,racemosa,Sambucus racemosa
1282,Sambucus,simpsonii,Sambucus simpsonii
893,Sanguinaria,canadensis,Sanguinaria canadensis
894,Sanguisorba,minor,Sanguisorba minor
895,Sanguisorba,officinalis,Sanguisorba officinalis
896,Sansevieria,trifasciata,Sansevieria trifasciata
897,Santalum,album,Santalum album
898,Santolina,chamaecyparissus,Santolina chamaecyparissus
899,Sarcostemma,acidum,Sarcostemma acidum
1648,Sarracenia,flava,Sarracenia flava
900,Sassafras,albidum,Sassafras albidum
2036,Satureja,cilicica,Satureja cilicica
2037,Satureja,cuneifolia,Satureja cuneifolia
901,Satureja,douglasii,Satureja douglasii
902,Satureja,glabella,Satureja glabella
2038,Satureja,grandiflora,Satureja grandiflora
903,Satureja,hortensis,Satureja hortensis
904,Satureja,montana,Satureja montana
2088,Satureja,obovata,Satureja obovata
2039,Satureja,odora,Satureja odora
2040,Satureja,parvifolia,Satureja parvifolia
2041,Satureja,subspicata,Satureja subspicata subsp. liburnica
2042,Satureja,thymbra,Satureja thymbra
905,Satureja,vulgaris,Satureja vulgaris
906,Saussurea,lappa,Saussurea lappa
1329,Sauvagesia,erecta,Sauvagesia erecta
1800,Schefflera,octophylla,Schefflera octophylla
1801,Schefflera,species,Schefflera species
1802,Schefflera,venulosa,Schefflera venulosa
907,Schinus,molle,Schinus molle
908,Schinus,terebinthifolius,Schinus terebinthifolius
909,Schisandra,chinensis,Schisandra chinensis
910,Schizonepeta,tenuifolia,Schizonepeta tenuifolia
1649,Schleichera,oleosa,Schleichera oleosa
911,Schoenocaulon,officinale,Schoenocaulon officinale
1803,Schrebera,swietenioides,Schrebera swietenioides
1650,Scirpus,fluviatilis,Scirpus fluviatilis
1651,Scirpus,tuberosus,Scirpus tuberosus
912,Sclerocarya,caffra,Sclerocarya caffra
1804,Scoparia,dulcis,Scoparia dulcis
913,Scopolia,carniolica,Scopolia carniolica
914,Scrophularia,buergeriana,Scrophularia buergeriana
915,Scutellaria,baicalensis,Scutellaria baicalensis
916,Scutellaria,churchilliana,Scutellaria churchilliana
917,Scutellaria,discolor,Scutellaria discolor
2043,Scutellaria,epilobifolia,Scutellaria epilobifolia
918,Scutellaria,galericulata,Scutellaria galericulata
919,Scutellaria,lateriflora,Scutellaria lateriflora
920,Scutellaria,parvula,Scutellaria parvula
2044,Scutellaria,polydon,Scutellaria polydon
2045,Scutellaria,sp,Scutellaria sp
1100,Secale,cereale,Secale cereale
921,Sechium,edule,Sechium edule
922,Selenicereus,grandiflorus,Selenicereus grandiflorus
1652,Senecio,alpinus,Senecio alpinus
923,Senecio,aureus,Senecio aureus
924,Senna,alata,Senna alata
1330,Senna,alexandrina,Senna alexandrina
1805,Senna,lindheimeriana,Senna lindheimeriana
925,Senna,obtusifolia,Senna obtusifolia
926,Senna,occidentalis,Senna occidentalis
927,Serenoa,repens,Serenoa repens
928,Sesamum,indicum,Sesamum indicum
1653,Shorea,affinis,Shorea affinis
1654,Shorea,congestiflora,Shorea congestiflora
1655,Shorea,dyerii,Shorea dyerii
1656,Shorea,magistophylla,Shorea magistophylla
1657,Shorea,oblongifolia,Shorea oblongifolia
1658,Shorea,ovalifolia,Shorea ovalifolia
1659,Shorea,stipularvis,Shorea stipularvis
1660,Shorea,trapezifolia,Shorea trapezifolia
1661,Shorea,zeylanica,Shorea zeylanica
1259,Sicana,odorifera,Sicana odorifera
929,Sida,rhombifolia,Sida rhombifolia
2046,Sideritis,athoa,Sideritis athoa
2047,Sideritis,germanicolpitana,Sideritis germanicolpitana
2048,Sideritis,mugronensis,Sideritis mugronensis
2049,Sideritis,pauli,Sideritis pauli
2050,Sideritis,scardica,Sideritis scardica
2051,Sideritis,sp,Sideritis sp
2052,Sideritis,tomentosa,Sideritis tomentosa
930,Siegesbeckia,orientalis,Siegesbeckia orientalis
931,Silybum,marianum,Silybum marianum
1088,Simaba,cedron,Simaba cedron
1089,Simaba,cuspidata,Simaba cuspidata
1090,Simaba,morettii,Simaba morettii
1091,Simaba,multiflora,Simaba multiflora
1662,Simaba,obovata,Simaba obovata
932,Simarouba,amara,Simarouba amara
933,Simarouba,glauca,Simarouba glauca
934,Simmondsia,chinensis,Simmondsia chinensis
935,Sinapis,alba,Sinapis alba
936,Sinomenium,acutum,Sinomenium acutum
1092,Skimmia,arborescens,Skimmia arborescens
1093,Skimmia,japonica,Skimmia japonica
937,Smilax,china,Smilax china
2162,Smilax,regelii,Smilax regelii
938,Smilax,spp,Smilax spp
1806,Solanum,aviculare,Solanum aviculare
939,Solanum,carolinense,Solanum carolinense
940,Solanum,dulcamara,Solanum dulcamara
1807,Solanum,laciniatum,Solanum laciniatum
941,Solanum,mammosum,Solanum mammosum
942,Solanum,melongena,Solanum melongena
943,Solanum,nigrum,Solanum nigrum
1260,Solanum,quitoensis,Solanum quitoensis
1261,Solanum,sessiliflorum,Solanum sessiliflorum
944,Solanum,torvum,Solanum torvum
945,Solanum,tuberosum,Solanum tuberosum
2131,Solidago,gigantea,Solidago gigantea
946,Solidago,virgaurea,Solidago virgaurea
947,Sonchus,oleraceus,Sonchus oleraceus
948,Sophora,angustifolia,Sophora angustifolia
949,Sophora,japonica,Sophora japonica
950,Sophora,pachycarpa,Sophora pachycarpa
951,Sophora,secundiflora,Sophora secundiflora
952,Sophora,subprostrata,Sophora subprostrata
1663,Sorbus,americana,Sorbus americana
953,Sorbus,aucubaria,Sorbus aucubaria
1808,Sorocea,bonplandii,Sorocea bonplandii
954,Spartium,junceum,Spartium junceum
1331,Spermacoce,assurgens,Spermacoce assurgens
1946,Sphenostylis,angustifolia,Sphenostylis angustifolia
955,Sphenostylis,stenocarpa,Sphenostylis stenocarpa
956,Spigelia,marilandica,Spigelia marilandica
957,Spinacia,oleracea,Spinacia oleracea
958,Spirulina,pratensis,Spirulina pratensis
1809,Spondianthus,preussii,Spondianthus preussii
959,Spondias,dulcis,Spondias dulcis
960,Spondias,mombin,Spondias mombin
961,Spondias,pinnata,Spondias pinnata
962,Spondias,purpurea,Spondias purpurea
963,Spondias,tuberosa,Spondias tuberosa
2053,Stachys,betonicifolia,Stachys betonicifolia
964,Stachys,germanica,Stachys germanica
965,Stachys,officinalis,Stachys officinalis
2054,Stachys,sieboldii,Stachys sieboldii
2055,Stachys,sp,Stachys sp
966,Stachytarpheta,cayennensis,Stachytarpheta cayennensis
1947,Stauracanthus,boivinii,Stauracanthus boivinii
1948,Stauracanthus,genistoides,Stauracanthus genistoides
968,Stellaria,media,Stellaria media
1332,Stemodia,maritima,Stemodia maritima
1664,Stemonoporus,affinis,Stemonoporus affinis
1665,Stemonoporus,canaliculatus,Stemonoporus canaliculatus
1666,Stemonoporus,cordifolius,Stemonoporus cordifolius
1667,Stemonoporus,oblongifolius,Stemonoporus oblongifolius
1668,Stemonoporus,petiolaris,Stemonoporus petiolaris
1669,Stemonoporus,reticulatus,Stemonoporus reticulatus
969,Stephania,glabra,Stephania glabra
970,Stephania,japonica,Stephania japonica
971,Stephania,tetrandra,Stephania tetrandra
972,Sterculia,urens,Sterculia urens
973,Stevia,rebaudiana,Stevia rebaudiana
974,Stillingia,sylvatica,Stillingia sylvatica
1949,Stizolobium,deeringianum,Stizolobium deeringianum
1670,Streblus,asper,Streblus asper
1671,Strobilanthes,cusia,Strobilanthes cusia
1950,Strongylodon,macrobotrys,Strongylodon macrobotrys
975,Strophanthus,gratus,Strophanthus gratus
976,Strophanthus,hispidus,Strophanthus hispidus
977,Strophanthus,kombe,Strophanthus kombe
1951,Strophostyles,helvula,Strophostyles helvula
978,Strychnos,nux-vomica,Strychnos nux-vomica
979,Styrax,benzoin,Styrax benzoin
980,Styrax,tonkinensis,Styrax tonkinensis
1672,Suaeda,maritima,Suaeda maritima
981,Sweetia,panamensis,Sweetia panamensis
982,Swertia,chirata,Swertia chirata
983,Symphoricarpos,orbiculatus,Symphoricarpos orbiculatus
984,Symphytum,officinale,Symphytum officinale
985,Symplocarpus,foetidus,Symplocarpus foetidus
1673,Symplocos,racemosa,Symplocos racemosa
1810,Syncarpia,glomulifera,Syncarpia glomulifera
1418,Syncarpia,laurifolia,Syncarpia laurifolia
1339,Synedrella,nodiflora,Synedrella nodiflora
1432,Syringa,vulgaris,Syringa vulgaris
1811,Syzgium,claviflorum,Syzgium claviflorum
986,Syzygium,aromaticum,Syzygium aromaticum
1262,Syzygium,cumini,Syzygium cumini
1263,Syzygium,jambos,Syzygium jambos
1264,Syzygium,malaccense,Syzygium malaccense
987,Tabebuia,heptaphylla,Tabebuia heptaphylla
2158,Tabebuia,impetiginosa,Tabebuia impetiginosa
988,Tabernanthe,iboga,Tabernanthe iboga
1812,Tacca,aspera,Tacca aspera
989,Tagetes,erecta,Tagetes erecta
990,Tagetes,minuta,Tagetes minuta
991,Tagetes,patula,Tagetes patula
1813,Talguenea,quinquenervis,Talguenea quinquenervis
992,Tamarindus,indica,Tamarindus indica
993,Tanacetum,vulgare,Tanacetum vulgare
994,Taraxacum,mongolicum,Taraxacum mongolicum
995,Taraxacum,officinale,Taraxacum officinale
996,Taxus,baccata,Taxus baccata
2168,Taxus,cuspidata,Taxus cuspidata
2170,Taxus,sp,Taxus sp
2171,Taxus,sumatrana,Taxus sumatrana
2172,Taxus,wallichiana,Taxus wallichiana
2169,Taxus,x media,Taxus x media cv. hicksii
2173,Taxus,yunnanensis,Taxus yunnanensis
997,Tecoma,stans,Tecoma stans
1431,Tectona,grandis,Tectona grandis
1952,Teline,sp,Teline sp
998,Tephrosia,candida,Tephrosia candida
999,Tephrosia,purpurea,Tephrosia purpurea
1000,Tephrosia,virginiana,Tephrosia virginiana
1001,Tephrosia,vogelii,Tephrosia vogelii
1814,Terminalia,alata,Terminalia alata
2119,Terminalia,bellirica,Terminalia bellirica
1002,Terminalia,catappa,Terminalia catappa
1003,Terminalia,chebula,Terminalia chebula
1428,Ternstromia,merriliana,Ternstromia merriliana
1674,Tetracera,akara,Tetracera akara
1675,Tetracera,indica,Tetracera indica
1676,Tetracera,sarmentosa,Tetracera sarmentosa
1677,Tetracera,scandens,Tetracera scandens
1004,Tetraclinis,articulata,Tetraclinis articulata
1005,Tetragonia,tetragonioides,Tetragonia tetragonioides
1006,Tetrapanax,papyrifera,Tetrapanax papyrifera
2089,Teucrium,arduini,Teucrium arduini
2056,Teucrium,asiaticum,Teucrium asiaticum
2057,Teucrium,botrys,Teucrium botrys
1007,Teucrium,chamaedrys,Teucrium chamaedrys
2058,Teucrium,cyprium,Teucrium cyprium
2059,Teucrium,divaricatum,Teucrium divaricatum var. canescens
2060,Teucrium,gnaphalodes,Teucrium gnaphalodes
2061,Teucrium,kotschyanum,Teucrium kotschyanum
1008,Teucrium,marum,Teucrium marum
2062,Teucrium,micropodioides,Teucrium micropodioides
2063,Teucrium,montanum,Teucrium montanum
2090,Teucrium,oxylepis,Teucrium oxylepis subsp. marianum
2091,Teucrium,oxylepis,Teucrium oxylepis subsp. oxylepis
2092,Teucrium,polium,Teucrium polium var. valentinum
1009,Teucrium,polium,Teucrium polium
2064,Teucrium,pseudoscorodonia,Teucrium pseudoscorodonia
2065,Teucrium,salviastrum,Teucrium salviastrum
2066,Teucrium,scordium,Teucrium scordium
2094,Teucrium,scorodonia,Teucrium scorodonia
2067,Teucrium,sp,Teucrium sp
1953,Teyleria,koordersii,Teyleria koordersii
1205,Theobroma,angustifolium,Theobroma angustifolium
1206,Theobroma,bicolor,Theobroma bicolor
1010,Theobroma,cacao,Theobroma cacao
1265,Theobroma,speciosum,Theobroma speciosum
1954,Thermopsis,fabacea,Thermopsis fabacea
1955,Thermopsis,montana,Thermopsis montana
1956,Thermopsis,sp,Thermopsis sp
1333,Thespesia,populnea,Thespesia populnea
1334,Thevetia,neriifolia,Thevetia neriifolia
1335,Thevetia,peruviana,Thevetia peruviana
1011,Thuja,occidentalis,Thuja occidentalis
1678,Thymelaea,hirsuta,Thymelaea hirsuta
2068,Thymus,broussonettii,Thymus broussonettii
1012,Thymus,capitatus,Thymus capitatus
2069,Thymus,cilicicus,Thymus cilicicus
2100,Thymus,funkii,Thymus funkii
2095,Thymus,longicaulis,Thymus longicaulis
1013,Thymus,mastichina,Thymus mastichina
1014,Thymus,orospedanus,Thymus orospedanus
2070,Thymus,piperella,Thymus piperella
2071,Thymus,riatarum,Thymus riatarum
2072,Thymus,saturejoides,Thymus saturejoides
1015,Thymus,serpyllum,Thymus serpyllum
1016,Thymus,vulgaris,Thymus vulgaris
2099,Thymus,x citriodorus,Thymus x citriodorus
2096,Thymus,zygis,Thymus zygis subsp. sylvestris
2097,Thymus,zygis,Thymus zygis
1017,Tilia,sp.,Tilia sp.
1815,Tovomita,brasiliensis,Tovomita brasiliensis
1816,Tovomita,excelsa,Tovomita excelsa
1817,Tovomita,mangle,Tovomita mangle
1818,Tovomita,pyrifolia,Tovomita pyrifolia
1018,Trachyspermum,ammi,Trachyspermum ammi
1019,Tragopogon,porrifolius,Tragopogon porrifolius
1819,Triadenum,japonicum,Triadenum japonicum
1438,Tribulus,terrestris,Tribulus terrestris
1336,Trichilia,hirta,Trichilia hirta
1679,Tricholepis,glaberrima,Tricholepis glaberrima
1020,Trichosanthes,anguina,Trichosanthes anguina
1021,Trichosanthes,kirilowii,Trichosanthes kirilowii
2073,Trichostemma,dichotomum,Trichostemma dichotomum
1337,Tridax,procumbens,Tridax procumbens
1957,Trifolium,alexandrinum,Trifolium alexandrinum
1958,Trifolium,brachycalycinum,Trifolium brachycalycinum
1959,Trifolium,hybridum,Trifolium hybridum
1022,Trifolium,pratense,Trifolium pratense
1960,Trifolium,repens,Trifolium repens
1961,Trifolium,sp,Trifolium sp
1962,Trifolium,subterraneum,Trifolium subterraneum
1023,Trigonella,foenum-graecum,Trigonella foenum-graecum
1024,Tripterygium,wilfordiim,Tripterygium wilfordiim
1025,Triticum,aestivum,Triticum aestivum
1026,Tropaeolum,majus,Tropaeolum majus
1027,Tropaeolum,tuberosum,Tropaeolum tuberosum
1028,Tsuga,canadensis,Tsuga canadensis
1081,Tulipa,gesneriana,Tulipa gesneriana
1029,Turnera,diffusa,Turnera diffusa
1030,Tussilago,farfara,Tussilago farfara
2166,Tylophora,indica,Tylophora indica
1277,Ulex,europaeus,Ulex europaeus
1963,Ulex,micranthus,Ulex micranthus
1964,Ulex,sp,Ulex sp
1031,Ullucus,tuberosus,Ullucus tuberosus
1032,Ulmus,rubra,Ulmus rubra
1033,Umbellularia,californica,Umbellularia californica
1034,Uncaria,catechu,Uncaria catechu
2124,Uncaria,guianensis,Uncaria guianensis
1972,Uncaria,tomentosa,Uncaria tomentosa
1035,Urginea,indica,Urginea indica
1036,Urginea,maritima,Urginea maritima
1037,Urtica,dioica,Urtica dioica
1038,Vaccinium,corymbosum,Vaccinium corymbosum
1039,Vaccinium,macrocarpon,Vaccinium macrocarpon
1040,Vaccinium,myrtillus,Vaccinium myrtillus
1041,Vaccinium,vitis-idaea,Vaccinium vitis-idaea var. minus
1094,Valeriana,jatamansi,Valeriana jatamansi
1042,Valeriana,officinalis,Valeriana officinalis
1043,Valerianella,locusta,Valerianella locusta
1266,Valerianella,radicata,Valerianella radicata
1965,Vandasina,retusa,Vandasina retusa
1044,Vanilla,planifolia,Vanilla planifolia
1045,Vanilla,tahitensis,Vanilla tahitensis
1680,Vatica,affinis,Vatica affinis
1820,Vauquelinia,corymbosa,Vauquelinia corymbosa
1821,Vellozia,declinans,Vellozia declinans
1046,Veratrum,album,Veratrum album
1047,Veratrum,viride,Veratrum viride
1048,Verbascum,thapsus,Verbascum thapsus
2122,Verbena,hastata,Verbena hastata
1049,Verbena,officinalis,Verbena officinalis
1338,Vernonia,cinerea,Vernonia cinerea
1050,Veronica,officinalis,Veronica officinalis
1051,Vetiveria,zizanioides,Vetiveria zizanioides
1681,Viburnum,cassinoides,Viburnum cassinoides
1052,Viburnum,opulus,Viburnum opulus subsp. var. opulus
1053,Viburnum,prunifolium,Viburnum prunifolium
1054,Vicia,faba,Vicia faba
1055,Vigna,aconitifolia,Vigna aconitifolia
1056,Vigna,angularis,Vigna angularis
1057,Vigna,mungo,Vigna mungo
1058,Vigna,radiata,Vigna radiata
1059,Vigna,subterranea,Vigna subterranea
1966,Vigna,umbellata,Vigna umbellata
1062,Vinca,minor,Vinca minor
1063,Viola,odorata,Viola odorata
1064,Viola,tricolor,Viola tricolor
1065,Virola,calophylla,Virola calophylla
1095,Virola,surinamensis,Virola surinamensis
1066,Viscum,album,Viscum album
1682,Viscum,articulatum,Viscum articulatum
1822,Vismia,cayennensis,Vismia cayennensis
1823,Vismia,micrantha,Vismia micrantha
1067,Vitex,agnus-castus,Vitex agnus-castus
1068,Vitis,vinifera,Vitis vinifera
1437,Waltheria,americana,Waltheria americana
1069,Warburgia,ugandensis,Warburgia ugandensis
1070,Wedelia,trilobata,Wedelia trilobata
1683,Wisteria,floribunda,Wisteria floribunda
1071,Withania,somnifera,Withania somnifera
1684,Woodfordia,floribunda,Woodfordia floribunda
1158,Wormia,burbidgei,Wormia burbidgei
1157,Wormia,triquetra,Wormia triquetra
2176,Xanthorhiza,simplicissima,Xanthorhiza simplicissima
1072,Xanthosoma,sagittifolium,Xanthosoma sagittifolium
1073,Yucca,baccata,Yucca baccata
1074,Yucca,brevifolia,Yucca brevifolia
1075,Yucca,schidigera,Yucca schidigera
1096,Zanthoxylum,alatum,Zanthoxylum alatum
1076,Zanthoxylum,americanum,Zanthoxylum americanum
2159,Zanthoxylum,clava-herculis,Zanthoxylum clava-herculis
1685,Zataria,multiflora,Zataria multiflora
1077,Zea,mays,Zea mays
1078,Zingiber,officinale,Zingiber officinale
1824,Ziziphus,joazeiro,Ziziphus joazeiro
1079,Zizyphus,jujuba,Zizyphus jujuba
1686,Zizyphus,mauritiana,Zizyphus mauritiana
1687,Zizyphus,nummularia,Zizyphus nummularia
1688,Zizyphus,oenoplia,Zizyphus oenoplia
1689,Zizyphus,rugosa,Zizyphus rugosa
1080,Zizyphus,spina-christi,Zizyphus spina-christi
1690,Zizyphus,trinervia,Zizyphus trinervia
1425,Zizyphus,vulgaris,Zizyphus vulgaris var. spinosus
1691,Zizyphus,xylopyra,Zizyphus xylopyra
2178,Plectranthus,barbatus,Plectranthus barbatus
2177,Commiphora,wightii,Commiphora wightii
2179,Tagetes,filifolia,Tagetes filifolia
2180,Astrocaryum,vulgare,Astrocaryum vulgare
2181,Vitellaria,paradoxa,Vitellaria paradoxa
2187,Aloe,spp.,Aloe spp.
2182,Mentha,japonica,Mentha japonica
2183,Mentha,requienii,Mentha requienii
2184,Ambrosia,acanthicarpa,Ambrosia acanthicarpa
2185,Ambrosia,hispida,Ambrosia hispida
2186,Ambrosia,magdalenae,Ambrosia magdalenae
2188,Hyptis,capitata,Hyptis capitata
2189,Phoradendron,juniperinum,Phoradendron juniperinum
2190,Prosopis,glandulosa,Prosopis glandulosa
2191,Rosa,woodsii,Rosa woodsii
2192,Syzygium,claviflorum,Syzygium claviflorum
2193,Ternstroemia,gymnanthera,Ternstroemia gymnanthera
2194,Terminalia,arjuna,Terminalia arjuna
2195,Terminalia,ivorensis,Terminalia ivorensis
2196,Terminalia,pallida,Terminalia pallida
2197,Artemisia,indica,Artemisia indica
2198,Uvaria,sp.,Uvaria sp.
2199,Vancouveria,hexandra,Vancouveria hexandra
2200,Parthenium,integrifolium,Parthenium integrifolium
2201,Smilax,officinalis,Smilax officinalis
2202,Spirulina,spp.,Spirulina spp.
2203,Petasites,hybridus,Petasites hybridus
2204,Fragaria,vesca,Fragaria vesca
2205,Abutilon,theophrasti,Abutilon theophrasti
2206,Hierochloe,odorata,Hierochloe odorata
2207,Andropogon,virginicus,Andropogon virginicus
2208,Lactuca,sativa,Lactuca sativa subsp. var. capitata
2209,Brassica,napus var. napus,Brassica napus var. napus
2210,Crataegus,monogyna,Crataegus monogyna
2211,Crataegus,rhipidophylla,Crataegus rhipidophylla
2212,Crataegus,pentagyna,Crataegus pentagyna
2213,Galanthus,nivalis,Galanthus nivalis
2214,Cyamopsis,tetragonoloba,Cyamopsis tetragonoloba
2215,Cinnamomum,zeylanicum,Cinnamomum zeylanicum
2216,Rhamnus,cathartica,Rhamnus cathartica
2217,Rhamnus,purshiana,Rhamnus purshiana
2218,Tabebuia,avellanedae,Tabebuia avellanedae
2219,Tabebuia,palmeri,Tabebuia palmeri
2220,Tanacetum,parthenium,Tanacetum parthenium
2221,Helianthemum,glomeratum,Helianthemum glomeratum
2222,Ulmus,fulva,Ulmus fulva
2223,Helictores,isora,Helictores isora
2224,Cynara,scolymus,Cynara scolymus
2225,Maclura,pomifera,Maclura pomifera
2226,Rubus,sp.,Rubus sp.
2227,Polygonatum,multiflorum,Polygonatum multiflorum
2228,Gynostemma,pentaphyllum,Gynostemma pentaphyllum
2229,Bacopa,monnieri,Bacopa monnieri
2230,Hedychium,flavum,Hedychium flavum
2231,Pelargonium,roseum,Pelargonium roseum
2232,Ravensara,aromatica,Ravensara aromatica
2233,Nepeta,cilicia,Nepeta cilicia
2234,Duchesnea,indica,Duchesnea indica
2235,Lycopodium,annotinum,Lycopodium annotinum
2236,Lycopodium,carolinianum,Lycopodium carolinianum
2237,Lycopodiella,caroliniana,Lycopodiella caroliniana
2238,Lycopodium,cernuum,Lycopodium cernuum
2239,Lycopodium,complanatum,Lycopodium complanatum
2240,Lycopodium,erythraeum,Lycopodium erythraeum
2241,Lycopodium,fawcettii,Lycopodium fawcettii
2242,Lycopodium,gnidioides,Lycopodium gnidioides
2243,Lycopodium,inundatum,Lycopodium inundatum
2244,Lycopodiella,inundata,Lycopodiella inundata
2245,Lycopodium,selago,Lycopodium selago
2246,Lycopodium,lucidulum,Lycopodium lucidulum
2247,Lycopodium,lucidum,Lycopodium lucidum
2248,Hesperis,matronalis,Hesperis matronalis
2249,Saccharum,officinarum,Saccharum officinarum
2250,Santalum,acuminatum,Santalum acuminatum
2251,Strophanthus,divaricatus,Strophanthus divaricatus
2252,Brassica,rapa,Brassica rapa subsp. subsp. chinensis
179,Brassica,oleracea var. sabellica l.,Brassica oleracea var. sabellica l. var. acephala
2253,Crataegus,oxyacantha,Crataegus oxyacantha
2254,Aspalathus,linearis,Aspalathus linearis
2255,Brassica,oleracea var. italica,Brassica oleracea var. italica
2256,Actaea,dahurica,Actaea dahurica
2257,Cimicifuga,foetida,Cimicifuga foetida
2258,Actaea,cimicifuga,Actaea cimicifuga
2259,Cimicifuga,japonica,Cimicifuga japonica
2260,Actaea,racemosa,Actaea racemosa
2261,Cimicifuga,simplex,Cimicifuga simplex
2262,Actaea,simplex,Actaea simplex
2263,Hibiscus,cannabinus,Hibiscus cannabinus
2264,Garcinia,indica,Garcinia indica
2265,Garcinia,atroviridis,Garcinia atroviridis
2266,Galega,officinalis,Galega officinalis
2267,Peperomia,galioides,Peperomia galioides
2268,Dryopteris,marginalis,Dryopteris marginalis
2269,Asplenium,platyneuron,Asplenium platyneuron
2270,Cereus,grandiflorus,Cereus grandiflorus
2271,Rubus,phoenicolasius,Rubus phoenicolasius
2272,Rubus,spectabilis,Rubus spectabilis
2273,Rubus,parviflorus,Rubus parviflorus
2274,Cornus,mas,Cornus mas
2275,Anemopsis,californica,Anemopsis californica
2276,Aralia,spinosa,Aralia spinosa
2277,Porophyllum,ruderale,Porophyllum ruderale
2278,Sarracenia,sp.,Sarracenia sp.
2279,Sarracenia,rubra,Sarracenia rubra subsp. subsp. wherryi
2280,Sarracenia,alata,Sarracenia alata
2281,Sarracenia,rubra,Sarracenia rubra subsp. subsp. jonesii
2282,Sarracenia,leucophylla,Sarracenia leucophylla
2283,Sarracenia,minor,Sarracenia minor
2284,Sarracenia,oreophila,Sarracenia oreophila
2285,Sarracenia,psittacina,Sarracenia psittacina
2286,Sarracenia,purpurea,Sarracenia purpurea
2287,Sarracenia,rubra,Sarracenia rubra
2288,Aloe,descoingsii,Aloe descoingsii
2289,Aloe,globuligemma,Aloe globuligemma
2290,Aloe,krapohliana,Aloe krapohliana
2291,Aloe,ortholopha,Aloe ortholopha
2292,Aloe,viguieri,Aloe viguieri
2293,Arisarum,vulgare,Arisarum vulgare
2294,Arum,italicum,Arum italicum
2295,Arum,maculatum,Arum maculatum
2296,Caladium,bulbosum,Caladium bulbosum
2297,Conium,chaerophylloides,Conium chaerophylloides
2298,Coccinia,grandis,Coccinia grandis
2299,Crataegus,sp.,Crataegus sp.
2300,Magnolia,obovata,Magnolia obovata
2301,Cinchona,calisaya,Cinchona calisaya
2302,Cinchona,officinalis,Cinchona officinalis
2303,Cinchona,pubescens,Cinchona pubescens
2304,Cinchona,succirubra,Cinchona succirubra
2305,Corylus,americana,Corylus americana
2306,Vigna,unguiculata,Vigna unguiculata subsp. unguiculata
2307,Juncus,roemerianus,Juncus roemerianus
2308,Aglaia,elaeagnoidea,Aglaia elaeagnoidea
2309,Aglaia,edulis,Aglaia edulis
2310,Aglaia,odorata,Aglaia odorata
2312,Pistacia,major,Pistacia major
2313,Aucuba,japonica,Aucuba japonica
2314,Pedicularis,palustris,Pedicularis palustris
2315,Melampyrum,arvense,Melampyrum arvense
2316,Hippuris,vulgare,Hippuris vulgare
2317,Callitriche,stagnalis,Callitriche stagnalis
2318,Scrophularia,umbrosa,Scrophularia umbrosa
2319,Berberis,repens,Berberis repens
2320,Mahonia,repens,Mahonia repens
2321,Berberis,aquifolium,Berberis aquifolium
2322,Aglaia,leptantha,Aglaia leptantha
2323,Selaginella,delicatula,Selaginella delicatula
2324,Eremurus,chinensis,Eremurus chinensis
2325,Casearia,arborea,Casearia arborea
2326,Thonningia,sanguinea,Thonningia sanguinea
2327,Sophora,flavescens,Sophora flavescens
2328,Acacia,confusa,Acacia confusa
2329,Tagetes,florida,Tagetes florida
2331,Tagetes,sp.,Tagetes sp.
2332,Myrrhis,odorata,Myrrhis odorata
2333,Cryptotaenia,japonica,Cryptotaenia japonica
2334,Trilisa,odoratissima,Trilisa odoratissima
2335,Scrophularia,scorodonia,Scrophularia scorodonia
2336,Mahonia,bealei,Mahonia bealei
2337,Mahonia,fargesii,Mahonia fargesii
2338,Mahonia,fortunei,Mahonia fortunei
